"","X","university","r_status","state","npt4_pub","npt4_priv","costt4_a","grad_debt_mdn","avgfacsal","unemp_rate","year"
"1200",1200,"Yeshiva University","R2","NY",NA,27012,56555,19189,12178,NA,"2015"
"1201",1201,"Teachers College at Columbia University","R2","NY",NA,NA,NA,NA,14573,NA,"2015"
"1202",1202,"University at Buffalo","R1","NY",16695,NA,23249,19500,10636,NA,"2015"
"1203",1203,"University of North Carolina Wilmington","R2","NC",15909,NA,21050,20500,8442,NA,"2015"
"1204",1204,"University of North Carolina at Greensboro","R2","NC",11102,NA,18357,22500,8757,NA,"2015"
"1205",1205,"Miami University-Oxford","R2","OH",22011,NA,29423,24608,9534,NA,"2015"
"1206",1206,"Cleveland State University","R2","OH",17136,NA,21932,21399,9548,NA,"2015"
"1207",1207,"University of Toledo","R2","OH",14839,NA,22057,23331,8943,NA,"2015"
"1208",1208,"Ohio University-Main Campus","R2","OH",20826,NA,25483,20500,9082,NA,"2015"
"1209",1209,"Wright State University-Main Campus","R2","OH",14101,NA,19446,25000,9531,NA,"2015"
"1210",1210,"University of Oregon","R1","OR",15769,NA,23373,21000,10385,NA,"2015"
"1211",1211,"Portland State University","R2","OR",14323,NA,20130,22000.5,9650,NA,"2015"
"1212",1212,"Drexel University","R1","PA",NA,37747,66078,26000,11064,NA,"2015"
"1213",1213,"Pennsylvania State University-Main Campus","R1","PA",29226,NA,34258,26687,11139,NA,"2015"
"1214",1214,"Tennessee Technological University","R2","TN",13962,NA,22514,16000,8176,NA,"2015"
"1215",1215,"University of Wyoming","R2","WY",11813,NA,18691,18239,9846,NA,"2015"
"1216",1216,"University of Wisconsin-Madison","R1","WI",19378,NA,24315,21796.5,12350,NA,"2015"
"1217",1217,"University of Puerto Rico-Rio Piedras","R2","PR",3171,NA,7312,5500,7118,NA,"2015"
"1218",1218,"Ponce Health Sciences University","R2","PR",NA,NA,NA,NA,4149,NA,"2015"
"1219",1219,"Stanford University","R1","CA",NA,13857,62363,12000,20279,NA,"2015"
"1220",1220,"William & Mary","R2","VA",18300,NA,31175,19500,11141,NA,"2015"
"1221",1221,"University of Utah","R1","UT",13969,NA,19447,14777,10727,NA,"2015"
"1222",1222,"Virginia Polytechnic Institute and State University","R1","VA",20172,NA,25837,23800,11660,NA,"2015"
"1223",1223,"University of Rhode Island","R2","RI",19177,NA,27100,23250,9488,NA,"2015"
"1224",1224,"University of South Dakota","R2","SD",16396,NA,20129,25000,7895,NA,"2015"
"1225",1225,"University of Oklahoma-Norman Campus","R1","OK",16418,NA,23906,19708,9806,NA,"2015"
"1226",1226,"Carnegie Mellon University","R1","PA",NA,34857,63804,26200,12165,NA,"2015"
"1227",1227,"Duquesne University","R2","PA",NA,27412,45754,27000,9376,NA,"2015"
"1228",1228,"Lehigh University","R2","PA",NA,33300,58541,24250,13517,NA,"2015"
"1229",1229,"The University of Tennessee-Knoxville","R1","TN",18138,NA,29420,19900,11076,NA,"2015"
"1230",1230,"Rutgers University-Newark","R2","NJ",13705,NA,24233,22000,13647,NA,"2015"
"1231",1231,"New Mexico State University-Main Campus","R2","NM",9663,NA,17572,16750,8707,NA,"2015"
"1232",1232,"Columbia University in the City of New York","R1","NY",NA,21031,66604,21500,18763,NA,"2015"
"1233",1233,"Rochester Institute of Technology","R2","NY",NA,26410,49013,28000,10453,NA,"2015"
"1234",1234,"Rockefeller University","R2","NY",NA,NA,NA,NA,20057,NA,"2015"
"1235",1235,"Binghamton University","R1","NY",18872,NA,23482,19500,9779,NA,"2015"
"1236",1236,"Vanderbilt University","R1","TN",NA,18144,62320,13947.5,13877,NA,"2015"
"1237",1237,"Southern Methodist University","R2","TX",NA,32580,63364,21500,12829,NA,"2015"
"1238",1238,"The University of Texas at Arlington","R1","TX",14059,NA,21900,17820,9243,NA,"2015"
"1239",1239,"Texas State University","R2","TX",14676,NA,20506,21081,8000,NA,"2015"
"1240",1240,"University of North Texas","R1","TX",12784,NA,20291,19909,9978,NA,"2015"
"1241",1241,"George Mason University","R1","VA",19245,NA,23607,19500,10953,NA,"2015"
"1242",1242,"Washington State University","R1","WA",17878,NA,27402,20327,9888,NA,"2015"
"1243",1243,"Kansas State University","R1","KS",17401,NA,22002,22500,9106,NA,"2015"
"1244",1244,"University of Louisville","R1","KY",15782,NA,23873,19500,8724,NA,"2015"
"1245",1245,"University of Maine","R2","ME",15955,NA,22444,26000,9486,NA,"2015"
"1246",1246,"University of Maryland-College Park","R1","MD",15634,NA,23889,19500,13045,NA,"2015"
"1247",1247,"Morgan State University","R2","MD",16225,NA,22422,31000,8742,NA,"2015"
"1248",1248,"University of Massachusetts-Amherst","R1","MA",18869,NA,26726,23845.5,12254,NA,"2015"
"1249",1249,"Massachusetts Institute of Technology","R1","MA",NA,22968,61030,17355,18852,NA,"2015"
"1250",1250,"Ohio State University-Main Campus","R1","OH",18099,NA,25306,21500,12390,NA,"2015"
"1251",1251,"University of Pittsburgh-Pittsburgh Campus","R1","PA",27917,NA,32754,26809,10856,NA,"2015"
"1252",1252,"University of Colorado Colorado Springs","R2","CO",14649,NA,18875,20671,8322,NA,"2015"
"1253",1253,"University of Connecticut","R1","CT",20023,NA,28016,21500,11874,NA,"2015"
"1254",1254,"University of Central Florida","R1","FL",14221,NA,19911,18114,10506,NA,"2015"
"1255",1255,"Florida Agricultural and Mechanical University","R2","FL",11679,NA,19413,28745,8011,NA,"2015"
"1256",1256,"Florida Atlantic University","R2","FL",13427,NA,18805,16500,9178,NA,"2015"
"1257",1257,"University of Delaware","R1","DE",15992,NA,24086,24000,12904,NA,"2015"
"1258",1258,"American University","R2","DC",NA,36480,58965,24250,12045,NA,"2015"
"1259",1259,"The Catholic University of America","R2","DC",NA,35188,56084,26000,9748,NA,"2015"
"1260",1260,"Gallaudet University","R2","DC",NA,14764,34298,16500,10333,NA,"2015"
"1261",1261,"George Washington University","R1","DC",NA,33637,63159,24900,14659,NA,"2015"
"1262",1262,"Montclair State University","R2","NJ",22377,NA,25270,22883,10177,NA,"2015"
"1263",1263,"Rutgers University-New Brunswick","R1","NJ",19924,NA,29076,22000,11843,NA,"2015"
"1264",1264,"CUNY Graduate School and University Center","R1","NY",NA,NA,NA,9680,15498,NA,"2015"
"1265",1265,"Temple University","R1","PA",20669,NA,28916,26000,11070,NA,"2015"
"1266",1266,"Thomas Jefferson University","R2","PA",NA,NA,NA,12500,8243,NA,"2015"
"1267",1267,"Brown University","R1","RI",NA,27496,62694,16000,15579,NA,"2015"
"1268",1268,"University of South Carolina-Columbia","R1","SC",18555,NA,25390,23000,10744,NA,"2015"
"1269",1269,"South Dakota State University","R2","SD",21762,NA,24820,25000,8255,NA,"2015"
"1270",1270,"University of Missouri-Columbia","R1","MO",16902,NA,23298,21530,9636,NA,"2015"
"1271",1271,"Saint Louis University","R2","MO",NA,31005,53949,26000,10385,NA,"2015"
"1272",1272,"University of Missouri-St Louis","R2","MO",10017,NA,21089,20531,8675,NA,"2015"
"1273",1273,"The University of Montana","R2","MT",12679,NA,16807,23000,7817,NA,"2015"
"1274",1274,"Dartmouth College","R1","NH",NA,29986,65133,13327,15278,NA,"2015"
"1275",1275,"North Carolina State University at Raleigh","R1","NC",14988,NA,22767,20522,10964,NA,"2015"
"1276",1276,"Duke University","R1","NC",NA,34137,63999,7500,16170,NA,"2015"
"1277",1277,"Kennesaw State University","R2","GA",17675,NA,23451,21000,7167,NA,"2015"
"1278",1278,"Howard University","R2","DC",NA,24729,43116,27000,9521,NA,"2015"
"1279",1279,"Georgetown University","R1","DC",NA,30580,64540,15500,15382,NA,"2015"
"1280",1280,"University of Miami","R1","FL",NA,32746,61666,19699,12367,NA,"2015"
"1281",1281,"Idaho State University","R2","ID",16257,NA,19191,22674,7391,NA,"2015"
"1282",1282,"DePaul University","R2","IL",NA,28434,49332,23290.5,10916,NA,"2015"
"1283",1283,"University of Chicago","R1","IL",NA,25883,67572,14250,18469,NA,"2015"
"1284",1284,"University of Illinois at Chicago","R1","IL",13527,NA,25046,18750,11151,NA,"2015"
"1285",1285,"Ball State University","R2","IN",15201,NA,22294,24836,7514,NA,"2015"
"1286",1286,"Georgia State University","R1","GA",14290,NA,23631,23500,8780,NA,"2015"
"1287",1287,"University of Georgia","R1","GA",12023,NA,22536,19000,11177,NA,"2015"
"1288",1288,"Northern Illinois University","R2","IL",19259,NA,27837,23500,8301,NA,"2015"
"1289",1289,"Illinois State University","R2","IL",20437,NA,27018,21786,8268,NA,"2015"
"1290",1290,"University of Notre Dame","R1","IN",NA,29727,62427,21450,14355,NA,"2015"
"1291",1291,"Iowa State University","R1","IA",13997,NA,18943,23750,11173,NA,"2015"
"1292",1292,"University of California-San Diego","R1","CA",13816,NA,30842,18500,16373,NA,"2015"
"1293",1293,"San Diego State University","R2","CA",13475,NA,20977,15250,10903,NA,"2015"
"1294",1294,"University of San Diego","R2","CA",NA,33865,59234,22836,12284,NA,"2015"
"1295",1295,"University of Denver","R2","CO",NA,28839,56992,23500,10796,NA,"2015"
"1296",1296,"University of Florida","R1","FL",12022,NA,20467,15590,11608,NA,"2015"
"1297",1297,"Loyola University Chicago","R2","IL",NA,31149,50954,25000,10639,NA,"2015"
"1298",1298,"University of New Orleans","R2","LA",8891,NA,17489,16250,7979,NA,"2015"
"1299",1299,"University of Minnesota-Twin Cities","R1","MN",16439,NA,24741,20000,11927,NA,"2015"
"1300",1300,"Western Michigan University","R2","MI",16870,NA,22561,26500,9972,NA,"2015"
"1301",1301,"University of Massachusetts-Lowell","R2","MA",18005,NA,24804,25000,11606,NA,"2015"
"1302",1302,"University of Michigan-Ann Arbor","R1","MI",14521,NA,26850,20062.5,11622,NA,"2015"
"1303",1303,"Michigan State University","R1","MI",16788,NA,24976,25250,11802,NA,"2015"
"1304",1304,"Jackson State University","R2","MS",13142,NA,20459,28300,7260,NA,"2015"
"1305",1305,"Mississippi State University","R1","MS",16035,NA,22525,23250,8789,NA,"2015"
"1306",1306,"University of Nevada-Reno","R1","NV",14568,NA,20542,18500,10193,NA,"2015"
"1307",1307,"University of Rochester","R1","NY",NA,24972,63268,24500,12762,NA,"2015"
"1308",1308,"New York University","R1","NY",NA,36419,65405,23100,14056,NA,"2015"
"1309",1309,"Syracuse University","R1","NY",NA,30135,59047,27000,11808,NA,"2015"
"1310",1310,"SUNY at Albany","R1","NY",16126,NA,22568,21000,9678,NA,"2015"
"1311",1311,"SUNY College of Environmental Science and Forestry","R2","NY",17615,NA,24366,19708,8738,NA,"2015"
"1312",1312,"University of North Carolina at Chapel Hill","R1","NC",13744,NA,23940,16250,12841,NA,"2015"
"1313",1313,"University of North Carolina at Charlotte","R2","NC",11571,NA,18372,22750,9622,NA,"2015"
"1314",1314,"Arizona State University-Downtown Phoenix","R2","AZ",12135,NA,24346,20086,9177,NA,"2015"
"1315",1315,"University of Akron Main Campus","R2","OH",17350,NA,22378,25398.5,9837,NA,"2015"
"1316",1316,"University of North Dakota","R2","ND",16400,NA,20657,24250,8377,NA,"2015"
"1317",1317,"Texas A & M University-College Station","R1","TX",13426,NA,22893,18750,11879,NA,"2015"
"1318",1318,"The University of Texas at El Paso","R1","TX",6638,NA,15277,17000,9055,NA,"2015"
"1319",1319,"Texas Southern University","R2","TX",19221,NA,23414,29171,7598,NA,"2015"
"1320",1320,"Virginia Commonwealth University","R1","VA",21741,NA,28631,23250,9306,NA,"2015"
"1321",1321,"University of Virginia-Main Campus","R1","VA",19430,NA,27010,19500,14278,NA,"2015"
"1322",1322,"University of Wisconsin-Milwaukee","R1","WI",16746,NA,20825,24746,8540,NA,"2015"
"1323",1323,"Purdue University-Main Campus","R1","IN",13516,NA,22581,21500,12418,NA,"2015"
"1324",1324,"University of Arizona","R1","AZ",16099,NA,23996,18750,11147,NA,"2015"
"1325",1325,"Northern Arizona University","R2","AZ",14785,NA,24693,19997.5,8207,NA,"2015"
"1326",1326,"University of California-Irvine","R1","CA",13647,NA,30796,17000,15447,NA,"2015"
"1327",1327,"Loyola Marymount University","R2","CA",NA,37606,58531,21591,11733,NA,"2015"
"1328",1328,"University of Dayton","R2","OH",NA,27884,51320,26000,8877,NA,"2015"
"1329",1329,"University of Alabama in Huntsville","R2","AL",18661,NA,20999,23118,9442,NA,"2015"
"1330",1330,"University of Alabama at Birmingham","R1","AL",16023,NA,22232,20926.5,10717,NA,"2015"
